LAT,LON,PRECTOTCORR,PS,RH2M,T2M,WS10M,DATE
36.0,-121.25,0.0,96.79,32.75,27.33,2.66,2023-07-01
36.0,-120.625,0.0,96.3,21.67,32.12,2.47,2023-07-01
36.0,-120.0,0.0,98.42,22.1,33.16,2.43,2023-07-01
36.5,-124.375,0.0,101.41,96.05,14.17,8.4,2023-07-01
36.5,-123.75,0.0,101.34,95.8,14.12,7.23,2023-07-01
36.5,-123.125,0.01,101.29,95.41,14.09,5.71,2023-07-01
36.5,-122.5,0.0,101.25,96.53,13.14,3.69,2023-07-01
36.5,-121.875,0.0,99.82,71.42,16.56,2.01,2023-07-01
36.5,-121.25,0.0,95.73,29.17,29.71,2.13,2023-07-01
36.5,-120.625,0.0,96.26,19.7,32.22,3.44,2023-07-01
36.5,-120.0,0.0,99.31,20.15,33.76,2.9,2023-07-01
37.0,-124.375,0.0,101.39,96.2,13.87,8.77,2023-07-01
37.0,-123.75,0.0,101.32,96.79,13.36,7.15,2023-07-01
37.0,-123.125,0.01,101.28,96.91,13.0,5.11,2023-07-01
37.0,-122.5,0.0,100.68,91.76,13.27,2.93,2023-07-01
37.0,-121.875,0.0,98.73,46.79,23.06,1.6,2023-07-01
37.0,-121.25,0.0,97.29,26.45,30.38,2.65,2023-07-01
37.0,-120.625,0.0,99.04,21.26,32.76,3.49,2023-07-01
37.0,-120.0,0.0,98.68,19.7,34.49,2.56,2023-07-01
37.5,-124.375,0.0,101.37,97.06,13.15,9.01,2023-07-01
37.5,-123.75,0.0,101.29,97.76,12.26,7.06,2023-07-01
37.5,-123.125,0.0,101.21,96.29,11.91,4.46,2023-07-01
37.5,-122.5,0.0,100.44,82.24,14.8,2.39,2023-07-01
37.5,-121.875,0.0,98.43,42.03,26.36,2.19,2023-07-01
37.5,-121.25,0.0,98.17,24.92,30.29,3.27,2023-07-01
37.5,-120.625,0.0,99.05,20.75,33.39,3.35,2023-07-01
37.5,-120.0,0.0,92.42,28.94,29.92,2.77,2023-07-01
38.0,-124.375,0.0,101.35,97.02,12.85,9.46,2023-07-01
38.0,-123.75,0.0,101.26,97.38,11.88,7.35,2023-07-01
38.0,-123.125,0.0,100.9,83.92,14.04,3.77,2023-07-01
38.0,-122.5,0.0,100.15,64.69,19.11,2.44,2023-07-01
38.0,-121.875,0.0,99.89,51.03,23.94,3.81,2023-07-01
38.0,-121.25,0.0,99.92,35.86,28.5,3.12,2023-07-01
38.0,-120.625,0.0,95.77,27.86,30.46,2.93,2023-07-01
38.0,-120.0,0.0,85.0,36.82,23.78,2.65,2023-07-01
38.5,-124.375,0.0,101.36,96.76,12.89,10.02,2023-07-01
38.5,-123.75,0.0,100.81,84.16,14.09,7.26,2023-07-01
38.5,-123.125,0.0,99.15,50.6,22.2,2.86,2023-07-01
38.5,-122.5,0.0,98.06,37.48,28.26,2.41,2023-07-01
38.5,-121.875,0.0,100.21,38.46,28.88,2.57,2023-07-01
38.5,-121.25,0.0,99.59,37.28,29.2,2.12,2023-07-01
38.5,-120.625,0.0,91.44,33.64,28.02,2.69,2023-07-01
38.5,-120.0,0.0,80.93,41.02,21.02,2.08,2023-07-01
39.0,-124.375,0.0,101.35,95.96,12.64,10.01,2023-07-01
39.0,-123.75,0.0,99.57,64.66,17.84,4.2,2023-07-01
39.0,-123.125,0.0,95.64,35.1,27.71,2.13,2023-07-01
39.0,-122.5,0.0,96.43,26.93,31.19,2.46,2023-07-01
39.0,-121.875,0.0,100.3,29.56,31.88,1.64,2023-07-01
39.0,-121.25,0.0,97.66,30.71,30.79,2.26,2023-07-01
39.0,-120.625,0.0,87.74,36.26,25.87,2.25,2023-07-01
39.0,-120.0,0.0,81.31,36.33,22.8,1.56,2023-07-01
39.5,-124.375,0.0,101.23,92.36,12.83,9.89,2023-07-01
39.5,-123.75,0.0,98.44,55.32,20.0,2.19,2023-07-01
39.5,-123.125,0.0,91.87,34.64,27.47,1.79,2023-07-01
39.5,-122.5,0.0,96.47,21.48,32.5,2.4,2023-07-01
39.5,-121.875,0.0,99.72,23.83,33.48,2.27,2023-07-01
39.5,-121.25,0.0,93.17,33.26,28.95,2.22,2023-07-01
39.5,-120.625,0.0,84.56,38.98,23.69,1.88,2023-07-01
39.5,-120.0,0.0,82.66,34.81,23.92,1.14,2023-07-01
40.0,-124.375,0.0,100.64,82.02,13.68,8.58,2023-07-01
40.0,-123.75,0.0,96.0,42.35,23.55,2.06,2023-07-01
40.0,-123.125,0.0,89.87,35.84,26.32,1.37,2023-07-01
40.0,-122.5,0.0,96.46,23.36,32.57,2.56,2023-07-01
40.0,-121.875,0.0,95.85,27.15,31.33,2.96,2023-07-01
40.0,-121.25,0.0,86.75,34.29,25.78,1.87,2023-07-01
40.0,-120.625,0.0,84.14,38.93,24.23,1.57,2023-07-01
40.0,-120.0,0.0,84.75,33.48,25.61,1.16,2023-07-01
40.5,-124.375,0.0,99.9,80.69,13.99,6.76,2023-07-01
40.5,-123.75,0.0,93.87,38.56,24.87,1.91,2023-07-01
40.5,-123.125,0.0,90.1,34.37,26.78,1.41,2023-07-01
40.5,-122.5,0.0,95.89,33.6,31.1,1.84,2023-07-01
40.5,-121.875,0.0,91.84,33.63,28.18,2.82,2023-07-01
40.5,-121.25,0.0,83.36,39.6,23.12,1.95,2023-07-01
40.5,-120.625,0.0,84.15,40.12,24.36,1.6,2023-07-01
40.5,-120.0,0.0,85.77,34.77,26.05,1.8,2023-07-01
41.0,-124.375,0.0,100.68,83.69,13.56,5.72,2023-07-01
41.0,-123.75,0.0,94.23,40.86,23.75,1.86,2023-07-01
41.0,-123.125,0.0,88.07,36.77,24.87,1.73,2023-07-01
41.0,-122.5,0.0,89.68,39.65,26.41,1.71,2023-07-01
41.0,-121.875,0.0,89.77,41.45,26.6,1.91,2023-07-01
41.0,-121.25,0.0,86.32,43.6,24.84,2.45,2023-07-01
41.0,-120.625,0.0,83.33,42.02,23.58,2.19,2023-07-01
41.0,-120.0,0.0,83.0,38.37,24.01,2.25,2023-07-01
41.5,-124.375,0.0,100.51,77.37,14.81,6.05,2023-07-01
41.5,-123.75,0.0,93.61,45.81,23.65,2.0,2023-07-01
41.5,-123.125,0.0,88.29,43.15,24.01,1.69,2023-07-01
41.5,-122.5,0.0,87.03,43.78,23.96,1.64,2023-07-01
41.5,-121.875,0.0,85.34,49.91,22.86,1.69,2023-07-01
41.5,-121.25,0.0,85.81,49.65,23.66,2.21,2023-07-01
41.5,-120.625,0.0,84.57,41.77,24.09,2.57,2023-07-01
41.5,-120.0,0.0,83.06,38.72,23.9,2.29,2023-07-01
42.0,-124.375,0.0,99.7,71.9,15.83,5.54,2023-07-01
42.0,-123.75,0.0,93.36,50.82,23.1,2.39,2023-07-01
42.0,-123.125,0.0,89.35,54.52,22.05,1.73,2023-07-01
42.0,-122.5,0.0,88.16,48.1,23.68,1.58,2023-07-01
42.0,-121.875,0.0,86.26,51.67,23.14,1.89,2023-07-01
42.0,-121.25,0.0,86.07,46.16,23.92,2.51,2023-07-01
42.0,-120.625,0.0,84.17,45.24,22.77,2.56,2023-07-01
42.0,-120.0,0.0,83.46,40.96,23.28,2.5,2023-07-01
32.5,-124.375,0.0,101.56,93.76,15.59,5.42,2023-07-02
32.5,-123.75,0.0,101.53,94.4,15.56,5.66,2023-07-02
32.5,-123.125,0.0,101.51,94.53,15.54,5.84,2023-07-02
32.5,-122.5,0.0,101.47,94.88,15.49,5.9,2023-07-02
32.5,-121.875,0.0,101.45,95.18,15.48,6.02,2023-07-02
32.5,-121.25,0.0,101.4,95.33,15.51,6.0,2023-07-02
32.5,-120.625,0.0,101.37,95.76,15.44,5.75,2023-07-02
32.5,-120.0,0.0,101.34,96.5,15.13,5.35,2023-07-02
33.0,-124.375,0.0,101.53,93.92,15.31,5.73,2023-07-02
33.0,-123.75,0.0,101.51,94.6,15.31,5.91,2023-07-02
33.0,-123.125,0.0,101.48,94.49,15.4,6.09,2023-07-02
33.0,-122.5,0.0,101.44,94.63,15.41,6.07,2023-07-02
33.0,-121.875,0.0,101.42,94.96,15.38,6.03,2023-07-02
33.0,-121.25,0.0,101.38,95.52,15.33,5.79,2023-07-02
33.0,-120.625,0.0,101.35,96.09,15.13,5.38,2023-07-02
33.0,-120.0,0.0,101.33,96.72,14.74,4.74,2023-07-02
33.5,-124.375,0.0,101.5,94.09,15.05,5.85,2023-07-02
33.5,-123.75,0.0,101.48,94.87,15.09,5.97,2023-07-02
33.5,-123.125,0.0,101.45,94.82,15.23,6.09,2023-07-02
33.5,-122.5,0.0,101.42,94.77,15.29,6.04,2023-07-02
33.5,-121.875,0.0,101.39,95.16,15.23,5.88,2023-07-02
33.5,-121.25,0.0,101.36,96.03,15.03,5.45,2023-07-02
33.5,-120.625,0.0,101.31,95.99,14.72,5.05,2023-07-02
33.5,-120.0,0.0,101.27,95.35,14.68,4.68,2023-07-02
34.0,-124.375,0.0,101.47,94.38,14.9,5.7,2023-07-02
34.0,-123.75,0.0,101.44,95.24,14.89,5.76,2023-07-02
34.0,-123.125,0.0,101.42,95.48,14.94,5.84,2023-07-02
34.0,-122.5,0.0,101.39,95.59,15.02,5.79,2023-07-02
34.0,-121.875,0.0,101.35,95.92,14.97,5.58,2023-07-02
34.0,-121.25,0.0,101.33,97.2,14.4,4.77,2023-07-02
34.0,-120.625,0.01,101.19,95.45,14.05,4.29,2023-07-02
34.0,-120.0,0.01,100.74,86.91,15.78,3.71,2023-07-02
34.5,-124.375,0.0,101.43,94.8,14.86,5.29,2023-07-02
34.5,-123.75,0.0,101.41,95.59,14.81,5.32,2023-07-02
34.5,-123.125,0.0,101.38,96.28,14.73,5.37,2023-07-02
34.5,-122.5,0.0,101.35,96.58,14.77,5.32,2023-07-02
34.5,-121.875,0.0,101.34,96.74,14.74,5.12,2023-07-02
34.5,-121.25,0.0,101.29,97.51,14.09,4.24,2023-07-02
34.5,-120.625,0.01,100.45,81.16,16.05,3.24,2023-07-02
34.5,-120.0,0.01,97.62,56.5,20.93,2.09,2023-07-02
35.0,-124.375,0.0,101.4,95.0,14.85,4.82,2023-07-02
35.0,-123.75,0.0,101.37,95.1,14.92,4.82,2023-07-02
35.0,-123.125,0.0,101.35,95.79,14.8,4.85,2023-07-02
35.0,-122.5,0.0,101.32,96.52,14.71,4.74,2023-07-02
35.0,-121.875,0.0,101.29,97.42,14.24,4.24,2023-07-02
35.0,-121.25,0.0,101.17,95.5,13.91,3.3,2023-07-02
35.0,-120.625,0.01,99.02,64.15,19.15,2.19,2023-07-02
35.0,-120.0,0.0,94.17,34.33,28.17,1.66,2023-07-02
35.5,-124.375,0.0,101.37,94.7,14.79,4.6,2023-07-02
35.5,-123.75,0.0,101.34,93.9,15.04,4.47,2023-07-02
35.5,-123.125,0.0,101.31,94.33,15.05,4.23,2023-07-02
35.5,-122.5,0.0,101.3,96.11,14.66,3.92,2023-07-02
35.5,-121.875,0.0,101.2,95.9,14.07,3.5,2023-07-02
35.5,-121.25,0.0,100.25,81.84,15.35,2.9,2023-07-02
35.5,-120.625,0.0,97.4,48.68,23.23,2.99,2023-07-02
35.5,-120.0,0.0,96.58,30.41,30.61,3.12,2023-07-02
36.0,-124.375,0.0,101.34,94.0,14.8,4.63,2023-07-02
36.0,-123.75,0.0,101.31,93.19,15.11,4.11,2023-07-02
36.0,-123.125,0.0,101.29,93.52,15.2,3.59,2023-07-02
36.0,-122.5,0.0,101.28,96.48,14.3,2.81,2023-07-02
36.0,-121.875,0.0,100.14,82.8,15.33,2.26,2023-07-02
36.0,-121.25,0.0,96.81,37.78,25.8,2.33,2023-07-02
36.0,-120.625,0.0,96.28,23.14,32.04,2.56,2023-07-02
36.0,-120.0,0.0,98.35,19.53,34.53,3.01,2023-07-02
36.5,-124.375,0.0,101.32,94.01,14.67,4.68,2023-07-02
36.5,-123.75,0.0,101.28,93.49,14.9,3.65,2023-07-02
36.5,-123.125,0.0,101.26,93.33,15.05,2.97,2023-07-02
36.5,-122.5,0.0,101.25,96.02,14.24,2.23,2023-07-02
36.5,-121.875,0.0,99.84,74.15,17.07,2.04,2023-07-02
36.5,-121.25,0.0,95.72,28.45,29.84,2.35,2023-07-02
36.5,-120.625,0.0,96.21,17.34,33.65,3.81,2023-07-02
36.5,-120.0,0.0,99.23,16.84,35.43,3.18,2023-07-02
37.0,-124.375,0.0,101.3,94.73,14.25,4.92,2023-07-02
37.0,-123.75,0.0,101.27,95.06,14.05,3.41,2023-07-02
37.0,-123.125,0.0,101.24,93.9,14.39,2.73,2023-07-02
37.0,-122.5,0.0,100.67,88.4,14.99,2.2,2023-07-02
37.0,-121.875,0.0,98.74,55.88,21.55,2.02,2023-07-02
37.0,-121.25,0.0,97.28,27.8,29.86,3.68,2023-07-02
37.0,-120.625,0.0,98.98,18.3,34.24,4.73,2023-07-02
37.0,-120.0,0.0,98.61,17.79,35.79,2.88,2023-07-02
37.5,-124.375,0.0,101.28,95.9,13.48,5.25,2023-07-02
37.5,-123.75,0.0,101.25,96.58,13.02,3.53,2023-07-02
37.5,-123.125,0.0,101.18,94.74,13.3,2.72,2023-07-02
37.5,-122.5,0.0,100.42,78.55,16.41,2.66,2023-07-02
37.5,-121.875,0.0,98.43,44.62,24.97,3.38,2023-07-02
37.5,-121.25,0.0,98.12,21.46,31.2,4.18,2023-07-02
37.5,-120.625,0.0,98.99,18.67,34.5,4.17,2023-07-02
37.5,-120.0,0.0,92.37,28.43,31.03,2.67,2023-07-02
38.0,-124.375,0.0,101.26,96.29,13.18,5.88,2023-07-02
38.0,-123.75,0.0,101.22,95.22,12.81,4.23,2023-07-02
38.0,-123.125,0.0,100.88,81.29,14.97,2.97,2023-07-02
38.0,-122.5,0.0,100.13,64.56,19.65,3.15,2023-07-02
38.0,-121.875,0.0,99.85,48.37,24.46,5.2,2023-07-02
38.0,-121.25,0.0,99.86,33.22,29.47,4.05,2023-07-02
38.0,-120.625,0.0,95.72,26.94,31.24,3.25,2023-07-02
38.0,-120.0,0.0,84.98,38.14,25.05,2.64,2023-07-02
38.5,-124.375,0.0,101.26,96.21,13.1,6.96,2023-07-02
38.5,-123.75,0.0,100.78,80.23,15.04,4.83,2023-07-02
38.5,-123.125,0.0,99.14,45.45,22.98,2.71,2023-07-02
38.5,-122.5,0.0,98.03,37.26,27.76,3.31,2023-07-02
38.5,-121.875,0.0,100.13,34.34,30.28,3.88,2023-07-02
38.5,-121.25,0.0,99.5,34.85,30.63,2.87,2023-07-02
38.5,-120.625,0.0,91.41,31.93,29.06,2.78,2023-07-02
38.5,-120.0,0.0,80.92,42.81,22.03,2.17,2023-07-02
39.0,-124.375,0.0,101.24,95.19,12.84,7.34,2023-07-02
39.0,-123.75,0.0,99.52,57.02,19.14,2.89,2023-07-02
39.0,-123.125,0.0,95.61,28.93,29.1,1.96,2023-07-02
39.0,-122.5,0.0,96.37,23.69,31.96,3.03,2023-07-02
39.0,-121.875,0.0,100.22,26.98,33.44,2.13,2023-07-02
39.0,-121.25,0.0,97.59,27.81,32.33,2.2,2023-07-02
39.0,-120.625,0.0,87.73,29.7,27.99,2.17,2023-07-02
39.0,-120.0,0.0,81.29,37.62,23.68,1.95,2023-07-02
39.5,-124.375,0.0,101.12,89.96,13.22,7.21,2023-07-02
39.5,-123.75,0.0,98.4,47.18,21.42,1.55,2023-07-02
39.5,-123.125,0.0,91.83,27.21,28.99,1.55,2023-07-02
39.5,-122.5,0.0,96.38,18.14,33.65,2.85,2023-07-02
39.5,-121.875,0.0,99.62,23.01,34.65,2.17,2023-07-02
39.5,-121.25,0.0,93.12,30.2,30.03,2.29,2023-07-02
39.5,-120.625,0.0,84.55,31.56,25.54,1.64,2023-07-02
39.5,-120.0,0.0,82.63,36.26,24.68,2.03,2023-07-02
40.0,-124.375,0.0,100.5,77.14,14.64,5.93,2023-07-02
40.0,-123.75,0.0,95.95,33.79,25.47,1.71,2023-07-02
40.0,-123.125,0.0,89.82,30.63,26.81,1.22,2023-07-02
40.0,-122.5,0.0,96.35,19.59,33.67,2.66,2023-07-02
40.0,-121.875,0.0,95.77,25.07,32.17,3.09,2023-07-02
40.0,-121.25,0.0,86.72,30.14,26.43,1.92,2023-07-02
40.0,-120.625,0.0,84.11,31.44,25.14,1.9,2023-07-02
40.0,-120.0,0.0,84.69,34.53,25.97,2.28,2023-07-02
40.5,-124.375,0.0,99.73,75.08,15.11,5.31,2023-07-02
40.5,-123.75,0.0,93.78,31.11,27.18,1.91,2023-07-02
40.5,-123.125,0.0,90.03,30.62,27.1,1.48,2023-07-02
40.5,-122.5,0.01,95.78,30.11,31.76,1.92,2023-07-02
40.5,-121.875,0.0,91.77,29.5,28.73,2.74,2023-07-02
40.5,-121.25,0.01,83.32,31.67,23.76,2.12,2023-07-02
40.5,-120.625,0.0,84.11,33.19,24.99,2.3,2023-07-02
40.5,-120.0,0.0,85.7,34.48,26.51,2.72,2023-07-02
41.0,-124.375,0.0,100.51,77.39,14.77,5.54,2023-07-02
41.0,-123.75,0.0,94.12,36.33,25.82,1.91,2023-07-02
41.0,-123.125,0.01,87.99,34.65,25.25,1.93,2023-07-02
41.0,-122.5,0.09,89.59,36.74,27.08,1.81,2023-07-02
41.0,-121.875,0.02,89.7,36.75,26.99,2.05,2023-07-02
41.0,-121.25,0.04,86.26,33.0,25.81,2.89,2023-07-02
41.0,-120.625,0.0,83.29,32.94,24.18,2.98,2023-07-02
41.0,-120.0,0.0,82.95,32.94,24.51,3.37,2023-07-02
41.5,-124.375,0.0,100.34,70.37,15.78,6.84,2023-07-02
41.5,-123.75,0.0,93.49,40.08,24.88,2.07,2023-07-02
41.5,-123.125,0.01,88.2,39.51,24.37,1.95,2023-07-02
41.5,-122.5,0.17,86.94,40.34,24.39,1.99,2023-07-02
41.5,-121.875,0.1,85.27,47.93,23.14,2.11,2023-07-02
41.5,-121.25,0.23,85.73,45.62,24.29,2.8,2023-07-02
41.5,-120.625,0.0,84.51,36.57,24.81,3.27,2023-07-02
41.5,-120.0,0.0,83.01,34.49,24.4,3.24,2023-07-02
42.0,-124.375,0.0,99.58,66.17,16.29,6.08,2023-07-02
42.0,-123.75,0.0,93.26,42.81,23.59,2.58,2023-07-02
42.0,-123.125,0.01,89.27,46.96,21.89,1.65,2023-07-02
42.0,-122.5,0.08,88.08,43.8,23.28,1.9,2023-07-02
42.0,-121.875,0.17,86.18,48.88,23.06,2.6,2023-07-02
42.0,-121.25,0.15,85.98,42.12,24.31,3.34,2023-07-02
42.0,-120.625,0.0,84.09,42.8,23.25,3.25,2023-07-02
42.0,-120.0,0.0,83.4,39.19,23.71,3.39,2023-07-02
32.5,-124.375,0.01,101.6,93.62,15.81,5.51,2023-07-03
32.5,-123.75,0.01,101.58,94.55,15.75,5.79,2023-07-03
32.5,-123.125,0.0,101.56,94.68,15.75,6.14,2023-07-03
32.5,-122.5,0.0,101.53,94.87,15.75,6.48,2023-07-03
32.5,-121.875,0.0,101.5,95.04,15.8,6.93,2023-07-03
32.5,-121.25,0.0,101.45,94.81,15.92,7.33,2023-07-03
32.5,-120.625,0.0,101.41,94.82,15.92,7.51,2023-07-03
32.5,-120.0,0.0,101.36,95.74,15.57,7.7,2023-07-03
33.0,-124.375,0.0,101.57,93.08,15.67,5.95,2023-07-03
33.0,-123.75,0.01,101.55,94.53,15.55,6.18,2023-07-03
33.0,-123.125,0.0,101.53,94.71,15.61,6.48,2023-07-03
33.0,-122.5,0.0,101.5,94.58,15.68,6.76,2023-07-03
33.0,-121.875,0.0,101.47,94.87,15.71,7.01,2023-07-03
33.0,-121.25,0.0,101.43,95.13,15.73,7.24,2023-07-03
33.0,-120.625,0.0,101.39,95.82,15.56,7.5,2023-07-03
33.0,-120.0,0.0,101.34,96.46,15.2,7.55,2023-07-03
33.5,-124.375,0.0,101.54,93.3,15.43,6.28,2023-07-03
33.5,-123.75,0.0,101.52,94.55,15.36,6.43,2023-07-03
33.5,-123.125,0.0,101.5,94.93,15.45,6.62,2023-07-03
33.5,-122.5,0.0,101.47,94.87,15.53,6.78,2023-07-03
33.5,-121.875,0.0,101.45,95.01,15.53,6.87,2023-07-03
33.5,-121.25,0.0,101.41,95.84,15.35,6.95,2023-07-03
33.5,-120.625,0.0,101.34,96.35,15.01,7.25,2023-07-03
33.5,-120.0,0.0,101.28,95.13,14.94,7.55,2023-07-03
34.0,-124.375,0.0,101.5,93.29,15.25,6.44,2023-07-03
34.0,-123.75,0.0,101.48,94.6,15.18,6.44,2023-07-03
34.0,-123.125,0.0,101.46,95.33,15.16,6.46,2023-07-03
34.0,-122.5,0.0,101.44,95.41,15.22,6.47,2023-07-03
34.0,-121.875,0.0,101.42,95.58,15.2,6.45,2023-07-03
34.0,-121.25,0.0,101.39,96.97,14.65,5.98,2023-07-03
34.0,-120.625,0.0,101.23,95.49,14.19,5.98,2023-07-03
34.0,-120.0,0.0,100.73,81.84,16.25,5.8,2023-07-03
34.5,-124.375,0.0,101.46,93.64,15.15,6.22,2023-07-03
34.5,-123.75,0.0,101.44,94.86,15.05,6.15,2023-07-03
34.5,-123.125,0.0,101.43,95.81,14.94,6.01,2023-07-03
34.5,-122.5,0.0,101.42,96.18,14.93,5.87,2023-07-03
34.5,-121.875,0.0,101.39,96.55,14.87,5.54,2023-07-03
34.5,-121.25,0.0,101.36,97.69,14.26,4.83,2023-07-03
34.5,-120.625,0.0,100.51,81.58,15.49,4.09,2023-07-03
34.5,-120.0,0.0,97.65,51.14,20.6,3.84,2023-07-03
35.0,-124.375,0.0,101.42,94.05,15.09,5.68,2023-07-03
35.0,-123.75,0.0,101.4,94.84,15.08,5.6,2023-07-03
35.0,-123.125,0.0,101.39,96.02,14.9,5.37,2023-07-03
35.0,-122.5,0.0,101.38,96.92,14.75,4.95,2023-07-03
35.0,-121.875,0.0,101.35,97.83,14.32,4.07,2023-07-03
35.0,-121.25,0.0,101.25,96.29,13.94,3.24,2023-07-03
35.0,-120.625,0.01,99.09,62.97,18.04,2.39,2023-07-03
35.0,-120.0,0.0,94.21,30.65,25.55,3.24,2023-07-03
35.5,-124.375,0.01,101.38,94.45,14.91,5.01,2023-07-03
35.5,-123.75,0.0,101.36,94.93,15.04,5.0,2023-07-03
35.5,-123.125,0.0,101.35,95.48,15.02,4.69,2023-07-03
35.5,-122.5,0.0,101.35,97.16,14.68,3.9,2023-07-03
35.5,-121.875,0.0,101.28,97.12,14.05,2.98,2023-07-03
35.5,-121.25,0.0,100.32,86.87,14.42,2.58,2023-07-03
35.5,-120.625,0.0,97.47,56.17,19.8,3.84,2023-07-03
35.5,-120.0,0.0,96.63,30.45,27.29,5.34,2023-07-03
36.0,-124.375,0.01,101.34,94.53,14.7,4.39,2023-07-03
36.0,-123.75,0.01,101.33,94.75,14.93,4.44,2023-07-03
36.0,-123.125,0.0,101.32,95.16,15.09,4.13,2023-07-03
36.0,-122.5,0.0,101.32,97.45,14.52,2.89,2023-07-03
36.0,-121.875,0.0,100.21,90.0,14.65,2.0,2023-07-03
36.0,-121.25,0.0,96.85,44.64,22.34,2.81,2023-07-03
36.0,-120.625,0.0,96.32,28.09,28.16,4.14,2023-07-03
36.0,-120.0,0.0,98.41,23.5,31.53,4.73,2023-07-03
36.5,-124.375,0.01,101.31,94.58,14.43,3.8,2023-07-03
36.5,-123.75,0.01,101.3,95.17,14.61,3.76,2023-07-03
